,coherence,diversity,score,topic,eval
20,-0.0881421509556364,0.79,0.85,hdbscan_model_parahprase_min_translated_embeddings,translated_nouns_adjs_verbs
21,-0.10103717803727344,0.82,0.85,hdbscan_model_parahprase_min_translated_embeddings,nouns_adjs_verbs
22,-0.09153280808238673,0.815,0.85,hdbscan_model_parahprase_min_translated_embeddings,translated_stop_word_removed_lemmas
23,-0.10632812706784116,0.805,0.85,hdbscan_model_parahprase_min_translated_embeddings,stop_word_removed_lemmas
24,-0.0976326022052676,0.77,0.86,hdbscan_model_parahprase_max_translated_embeddings,translated_nouns_adjs_verbs
25,-0.12368816816347197,0.825,0.86,hdbscan_model_parahprase_max_translated_embeddings,nouns_adjs_verbs
26,-0.09597066451493631,0.785,0.86,hdbscan_model_parahprase_max_translated_embeddings,translated_stop_word_removed_lemmas
27,-0.11133643441617982,0.805,0.86,hdbscan_model_parahprase_max_translated_embeddings,stop_word_removed_lemmas
28,-0.09334376305351821,0.795,0.82,hdbscan_eng_model_translated_embeddings,translated_nouns_adjs_verbs
29,-0.1037537131255444,0.835,0.82,hdbscan_eng_model_translated_embeddings,nouns_adjs_verbs
30,-0.09320864995889973,0.825,0.82,hdbscan_eng_model_translated_embeddings,translated_stop_word_removed_lemmas
31,-0.1047575988030906,0.815,0.82,hdbscan_eng_model_translated_embeddings,stop_word_removed_lemmas
32,-0.09901023159633003,0.79375,0.81,hdbscan_model_labse_cleaned_text_translated_embeddings,translated_nouns_adjs_verbs
33,-0.11892177018302988,0.8125,0.81,hdbscan_model_labse_cleaned_text_translated_embeddings,nouns_adjs_verbs
34,-0.09895724104318995,0.81875,0.81,hdbscan_model_labse_cleaned_text_translated_embeddings,translated_stop_word_removed_lemmas
35,-0.11987552627104034,0.81875,0.81,hdbscan_model_labse_cleaned_text_translated_embeddings,stop_word_removed_lemmas
36,-0.0934198225322595,0.805,0.83,hdbscan_model_parahprase_min_cleaned_text_translated_embeddings,translated_nouns_adjs_verbs
37,-0.10456149858980263,0.85,0.83,hdbscan_model_parahprase_min_cleaned_text_translated_embeddings,nouns_adjs_verbs
38,-0.0959590135124389,0.82,0.83,hdbscan_model_parahprase_min_cleaned_text_translated_embeddings,translated_stop_word_removed_lemmas
39,-0.10232399088300491,0.815,0.83,hdbscan_model_parahprase_min_cleaned_text_translated_embeddings,stop_word_removed_lemmas
40,-0.0942207334138695,0.77,0.86,hdbscan_model_parahprase_max_cleaned_text_translated_embeddings,translated_nouns_adjs_verbs
41,-0.11246577919567201,0.82,0.86,hdbscan_model_parahprase_max_cleaned_text_translated_embeddings,nouns_adjs_verbs
42,-0.09283603978625293,0.8,0.86,hdbscan_model_parahprase_max_cleaned_text_translated_embeddings,translated_stop_word_removed_lemmas
43,-0.11499362464825157,0.795,0.86,hdbscan_model_parahprase_max_cleaned_text_translated_embeddings,stop_word_removed_lemmas
44,-0.1031598832971944,0.8125,0.85,hdbscan_eng_model_cleaned_text_translated_embeddings,translated_nouns_adjs_verbs
45,-0.12209572608434635,0.84375,0.85,hdbscan_eng_model_cleaned_text_translated_embeddings,nouns_adjs_verbs
46,-0.10490299707216025,0.825,0.85,hdbscan_eng_model_cleaned_text_translated_embeddings,translated_stop_word_removed_lemmas
47,-0.12284580265739971,0.81875,0.85,hdbscan_eng_model_cleaned_text_translated_embeddings,stop_word_removed_lemmas
48,-0.09182559335502291,0.76,0.74,hdbscan_model_labse_cleaned_text_embeddings,translated_nouns_adjs_verbs
49,-0.10499324156890842,0.815,0.74,hdbscan_model_labse_cleaned_text_embeddings,nouns_adjs_verbs
50,-0.09142827381543758,0.775,0.74,hdbscan_model_labse_cleaned_text_embeddings,translated_stop_word_removed_lemmas
51,-0.10897965213572511,0.805,0.74,hdbscan_model_labse_cleaned_text_embeddings,stop_word_removed_lemmas
52,-0.08705923484877398,0.715,0.71,hdbscan_model_parahprase_min_cleaned_text_embeddings,translated_nouns_adjs_verbs
53,-0.09573023713142928,0.7,0.71,hdbscan_model_parahprase_min_cleaned_text_embeddings,nouns_adjs_verbs
54,-0.08928451126630413,0.72,0.71,hdbscan_model_parahprase_min_cleaned_text_embeddings,translated_stop_word_removed_lemmas
55,-0.09181657497248996,0.69,0.71,hdbscan_model_parahprase_min_cleaned_text_embeddings,stop_word_removed_lemmas
56,-0.09980274828052178,0.78,0.82,hdbscan_model_parahprase_max_cleaned_text_embeddings,translated_nouns_adjs_verbs
57,-0.11157699385354669,0.83,0.82,hdbscan_model_parahprase_max_cleaned_text_embeddings,nouns_adjs_verbs
58,-0.09785666160205109,0.815,0.82,hdbscan_model_parahprase_max_cleaned_text_embeddings,translated_stop_word_removed_lemmas
59,-0.11340918258185147,0.81,0.82,hdbscan_model_parahprase_max_cleaned_text_embeddings,stop_word_removed_lemmas
60,-0.08942459751347129,0.605,0.36,hdbscan_eng_model_cleaned_text_embeddings,translated_nouns_adjs_verbs
61,-0.07106190224609438,0.81,0.36,hdbscan_eng_model_cleaned_text_embeddings,nouns_adjs_verbs
62,-0.08841618789216853,0.61,0.36,hdbscan_eng_model_cleaned_text_embeddings,translated_stop_word_removed_lemmas
63,-0.0709436484534321,0.815,0.36,hdbscan_eng_model_cleaned_text_embeddings,stop_word_removed_lemmas
64,-0.0917838334653773,0.74,0.72,hdbscan_model_labse_lemmas_embeddings,translated_nouns_adjs_verbs
65,-0.10113087379711136,0.83,0.72,hdbscan_model_labse_lemmas_embeddings,nouns_adjs_verbs
66,-0.09185441213699765,0.76,0.72,hdbscan_model_labse_lemmas_embeddings,translated_stop_word_removed_lemmas
67,-0.10085419144463467,0.82,0.72,hdbscan_model_labse_lemmas_embeddings,stop_word_removed_lemmas
68,-0.09946941504097867,0.795,0.83,hdbscan_model_parahprase_min_lemmas_embeddings,translated_nouns_adjs_verbs
69,-0.11242643932183886,0.825,0.83,hdbscan_model_parahprase_min_lemmas_embeddings,nouns_adjs_verbs
70,-0.09928108118703274,0.81,0.83,hdbscan_model_parahprase_min_lemmas_embeddings,translated_stop_word_removed_lemmas
71,-0.1163150738494038,0.82,0.83,hdbscan_model_parahprase_min_lemmas_embeddings,stop_word_removed_lemmas
72,-0.09960571312469768,0.765,0.73,hdbscan_model_parahprase_max_lemmas_embeddings,translated_nouns_adjs_verbs
73,-0.10160298777887644,0.835,0.73,hdbscan_model_parahprase_max_lemmas_embeddings,nouns_adjs_verbs
74,-0.09809689433138996,0.78,0.73,hdbscan_model_parahprase_max_lemmas_embeddings,translated_stop_word_removed_lemmas
75,-0.10210197163947853,0.82,0.73,hdbscan_model_parahprase_max_lemmas_embeddings,stop_word_removed_lemmas
76,-0.08073259970505489,0.6,0.38,hdbscan_eng_model_lemmas_embeddings,translated_nouns_adjs_verbs
77,-0.061152736235695684,0.78,0.38,hdbscan_eng_model_lemmas_embeddings,nouns_adjs_verbs
78,-0.07711589347500811,0.605,0.38,hdbscan_eng_model_lemmas_embeddings,translated_stop_word_removed_lemmas
79,-0.06352601277249037,0.78,0.38,hdbscan_eng_model_lemmas_embeddings,stop_word_removed_lemmas
80,-0.10740509581979715,0.71875,0.44,hdbscan_model_labse_adjs_verbs_embeddings,translated_nouns_adjs_verbs
81,-0.11454762715444347,0.8125,0.44,hdbscan_model_labse_adjs_verbs_embeddings,nouns_adjs_verbs
82,-0.10818327766931782,0.73125,0.44,hdbscan_model_labse_adjs_verbs_embeddings,translated_stop_word_removed_lemmas
83,-0.11985441639646213,0.8,0.44,hdbscan_model_labse_adjs_verbs_embeddings,stop_word_removed_lemmas
84,-0.09028948678275224,0.72,0.39,hdbscan_model_parahprase_min_adjs_verbs_embeddings,translated_nouns_adjs_verbs
85,-0.08840033044187433,0.83,0.39,hdbscan_model_parahprase_min_adjs_verbs_embeddings,nouns_adjs_verbs
86,-0.09187300288922286,0.73,0.39,hdbscan_model_parahprase_min_adjs_verbs_embeddings,translated_stop_word_removed_lemmas
87,-0.09427957542399258,0.81,0.39,hdbscan_model_parahprase_min_adjs_verbs_embeddings,stop_word_removed_lemmas
88,-0.09675558167123982,0.71,0.39,hdbscan_model_parahprase_max_adjs_verbs_embeddings,translated_nouns_adjs_verbs
89,-0.09775529606786831,0.83,0.39,hdbscan_model_parahprase_max_adjs_verbs_embeddings,nouns_adjs_verbs
90,-0.09228235627992247,0.73,0.39,hdbscan_model_parahprase_max_adjs_verbs_embeddings,translated_stop_word_removed_lemmas
91,-0.09724568528649195,0.815,0.39,hdbscan_model_parahprase_max_adjs_verbs_embeddings,stop_word_removed_lemmas
92,-0.10373888021424342,0.71875,0.33,hdbscan_eng_model_adjs_verbs_embeddings,translated_nouns_adjs_verbs
93,-0.10949358885249269,0.94375,0.33,hdbscan_eng_model_adjs_verbs_embeddings,nouns_adjs_verbs
94,-0.10555910659556984,0.7375,0.33,hdbscan_eng_model_adjs_verbs_embeddings,translated_stop_word_removed_lemmas
95,-0.10669247329847803,0.93125,0.33,hdbscan_eng_model_adjs_verbs_embeddings,stop_word_removed_lemmas
96,-0.100801219641762,0.7625,0.61,hdbscan_model_labse_nouns_embeddings,translated_nouns_adjs_verbs
97,-0.11728987364969695,0.80625,0.61,hdbscan_model_labse_nouns_embeddings,nouns_adjs_verbs
98,-0.10106238200429016,0.775,0.61,hdbscan_model_labse_nouns_embeddings,translated_stop_word_removed_lemmas
99,-0.11961822247165876,0.78125,0.61,hdbscan_model_labse_nouns_embeddings,stop_word_removed_lemmas
100,-0.09809436178041686,0.76875,0.64,hdbscan_model_parahprase_min_nouns_embeddings,translated_nouns_adjs_verbs
101,-0.11781962929122707,0.84375,0.64,hdbscan_model_parahprase_min_nouns_embeddings,nouns_adjs_verbs
102,-0.09863987781608988,0.78125,0.64,hdbscan_model_parahprase_min_nouns_embeddings,translated_stop_word_removed_lemmas
103,-0.11887310981907617,0.8125,0.64,hdbscan_model_parahprase_min_nouns_embeddings,stop_word_removed_lemmas
104,-0.09904126813507369,0.74375,0.66,hdbscan_model_parahprase_max_nouns_embeddings,translated_nouns_adjs_verbs
105,-0.11757380179108534,0.8125,0.66,hdbscan_model_parahprase_max_nouns_embeddings,nouns_adjs_verbs
106,-0.09899194286352775,0.76875,0.66,hdbscan_model_parahprase_max_nouns_embeddings,translated_stop_word_removed_lemmas
107,-0.12075698689032638,0.78125,0.66,hdbscan_model_parahprase_max_nouns_embeddings,stop_word_removed_lemmas
108,-0.09549955225741102,0.73,0.43,hdbscan_eng_model_nouns_embeddings,translated_nouns_adjs_verbs
109,-0.08774059743906167,0.925,0.43,hdbscan_eng_model_nouns_embeddings,nouns_adjs_verbs
110,-0.09391085099323819,0.735,0.43,hdbscan_eng_model_nouns_embeddings,translated_stop_word_removed_lemmas
111,-0.08390250790624854,0.915,0.43,hdbscan_eng_model_nouns_embeddings,stop_word_removed_lemmas
112,-0.09995835853530673,0.78125,0.74,hdbscan_model_labse_translated_lemmas_embeddings,translated_nouns_adjs_verbs
113,-0.12367717928703163,0.8,0.74,hdbscan_model_labse_translated_lemmas_embeddings,nouns_adjs_verbs
114,-0.10167546895474293,0.80625,0.74,hdbscan_model_labse_translated_lemmas_embeddings,translated_stop_word_removed_lemmas
115,-0.12512291346127435,0.78125,0.74,hdbscan_model_labse_translated_lemmas_embeddings,stop_word_removed_lemmas
116,-0.10165806549578107,0.79375,0.84,hdbscan_model_parahprase_min_translated_lemmas_embeddings,translated_nouns_adjs_verbs
117,-0.12169664558751603,0.8125,0.84,hdbscan_model_parahprase_min_translated_lemmas_embeddings,nouns_adjs_verbs
118,-0.10224317267586286,0.81875,0.84,hdbscan_model_parahprase_min_translated_lemmas_embeddings,translated_stop_word_removed_lemmas
119,-0.12482104103589149,0.76875,0.84,hdbscan_model_parahprase_min_translated_lemmas_embeddings,stop_word_removed_lemmas
120,-0.08727514490277151,0.79,0.8,hdbscan_model_parahprase_max_translated_lemmas_embeddings,translated_nouns_adjs_verbs
121,-0.09597433414479332,0.84,0.8,hdbscan_model_parahprase_max_translated_lemmas_embeddings,nouns_adjs_verbs
122,-0.08634035751989916,0.82,0.8,hdbscan_model_parahprase_max_translated_lemmas_embeddings,translated_stop_word_removed_lemmas
123,-0.09522182118832981,0.84,0.8,hdbscan_model_parahprase_max_translated_lemmas_embeddings,stop_word_removed_lemmas
124,-0.11625326988539371,0.735,0.77,hdbscan_eng_model_translated_lemmas_embeddings,translated_nouns_adjs_verbs
125,-0.1179976638699072,0.785,0.77,hdbscan_eng_model_translated_lemmas_embeddings,nouns_adjs_verbs
126,-0.11648528971325285,0.755,0.77,hdbscan_eng_model_translated_lemmas_embeddings,translated_stop_word_removed_lemmas
127,-0.11817017631629484,0.77,0.77,hdbscan_eng_model_translated_lemmas_embeddings,stop_word_removed_lemmas
128,-0.09890901049020911,0.71875,0.44,hdbscan_model_labse_translated_adjs_verbs_embeddings,translated_nouns_adjs_verbs
129,-0.10702929390891446,0.81875,0.44,hdbscan_model_labse_translated_adjs_verbs_embeddings,nouns_adjs_verbs
130,-0.09884277872657367,0.725,0.44,hdbscan_model_labse_translated_adjs_verbs_embeddings,translated_stop_word_removed_lemmas
131,-0.1090682347103797,0.80625,0.44,hdbscan_model_labse_translated_adjs_verbs_embeddings,stop_word_removed_lemmas
132,-0.09947577348752859,0.7375,0.43,hdbscan_model_parahprase_min_translated_adjs_verbs_embeddings,translated_nouns_adjs_verbs
133,-0.10497086176900951,0.83125,0.43,hdbscan_model_parahprase_min_translated_adjs_verbs_embeddings,nouns_adjs_verbs
134,-0.09845242999346476,0.75,0.43,hdbscan_model_parahprase_min_translated_adjs_verbs_embeddings,translated_stop_word_removed_lemmas
135,-0.10640676616255546,0.8125,0.43,hdbscan_model_parahprase_min_translated_adjs_verbs_embeddings,stop_word_removed_lemmas
136,-0.09420324498344855,0.76875,0.47,hdbscan_model_parahprase_max_translated_adjs_verbs_embeddings,translated_nouns_adjs_verbs
137,-0.1026323838236249,0.85,0.47,hdbscan_model_parahprase_max_translated_adjs_verbs_embeddings,nouns_adjs_verbs
138,-0.0916524793417095,0.775,0.47,hdbscan_model_parahprase_max_translated_adjs_verbs_embeddings,translated_stop_word_removed_lemmas
139,-0.10209470128436893,0.83125,0.47,hdbscan_model_parahprase_max_translated_adjs_verbs_embeddings,stop_word_removed_lemmas
140,-0.10263933013591889,0.74375,0.51,hdbscan_eng_model_translated_adjs_verbs_embeddings,translated_nouns_adjs_verbs
141,-0.11708166528280596,0.8125,0.51,hdbscan_eng_model_translated_adjs_verbs_embeddings,nouns_adjs_verbs
142,-0.1002395412201103,0.76875,0.51,hdbscan_eng_model_translated_adjs_verbs_embeddings,translated_stop_word_removed_lemmas
143,-0.11938741175411431,0.79375,0.51,hdbscan_eng_model_translated_adjs_verbs_embeddings,stop_word_removed_lemmas
144,-0.0981500212914147,0.7625,0.71,hdbscan_model_labse_translated_nouns_embeddings,translated_nouns_adjs_verbs
145,-0.12321635341288596,0.8125,0.71,hdbscan_model_labse_translated_nouns_embeddings,nouns_adjs_verbs
146,-0.09839438144613126,0.79375,0.71,hdbscan_model_labse_translated_nouns_embeddings,translated_stop_word_removed_lemmas
147,-0.12713928397226212,0.79375,0.71,hdbscan_model_labse_translated_nouns_embeddings,stop_word_removed_lemmas
148,-0.08885557205014084,0.8,0.59,hdbscan_model_parahprase_min_translated_nouns_embeddings,translated_nouns_adjs_verbs
149,-0.1008696478691378,0.825,0.59,hdbscan_model_parahprase_min_translated_nouns_embeddings,nouns_adjs_verbs
150,-0.08782995716043517,0.825,0.59,hdbscan_model_parahprase_min_translated_nouns_embeddings,translated_stop_word_removed_lemmas
151,-0.10007938798862016,0.80625,0.59,hdbscan_model_parahprase_min_translated_nouns_embeddings,stop_word_removed_lemmas
152,-0.10406900091940721,0.78125,0.72,hdbscan_model_parahprase_max_translated_nouns_embeddings,translated_nouns_adjs_verbs
153,-0.12379220368387683,0.80625,0.72,hdbscan_model_parahprase_max_translated_nouns_embeddings,nouns_adjs_verbs
154,-0.10467495347019418,0.80625,0.72,hdbscan_model_parahprase_max_translated_nouns_embeddings,translated_stop_word_removed_lemmas
155,-0.12578207900375105,0.8,0.72,hdbscan_model_parahprase_max_translated_nouns_embeddings,stop_word_removed_lemmas
156,-0.09637169999581335,0.755,0.76,hdbscan_eng_model_translated_nouns_embeddings,translated_nouns_adjs_verbs
157,-0.10450196371004769,0.82,0.76,hdbscan_eng_model_translated_nouns_embeddings,nouns_adjs_verbs
158,-0.09773200936974127,0.77,0.76,hdbscan_eng_model_translated_nouns_embeddings,translated_stop_word_removed_lemmas
159,-0.10282020527351826,0.805,0.76,hdbscan_eng_model_translated_nouns_embeddings,stop_word_removed_lemmas
160,-0.09992929809994638,0.80625,0.76,hdbscan_model_labse_translated_stop_word_removed_lemmas_embeddings,translated_nouns_adjs_verbs
161,-0.11850834581371668,0.8125,0.76,hdbscan_model_labse_translated_stop_word_removed_lemmas_embeddings,nouns_adjs_verbs
162,-0.09949129025613809,0.83125,0.76,hdbscan_model_labse_translated_stop_word_removed_lemmas_embeddings,translated_stop_word_removed_lemmas
163,-0.1195292561334328,0.79375,0.76,hdbscan_model_labse_translated_stop_word_removed_lemmas_embeddings,stop_word_removed_lemmas
164,-0.10451433686578744,0.7875,0.78,hdbscan_model_parahprase_min_translated_stop_word_removed_lemmas_embeddings,translated_nouns_adjs_verbs
165,-0.12050411806708378,0.8375,0.78,hdbscan_model_parahprase_min_translated_stop_word_removed_lemmas_embeddings,nouns_adjs_verbs
166,-0.1033167154447307,0.8,0.78,hdbscan_model_parahprase_min_translated_stop_word_removed_lemmas_embeddings,translated_stop_word_removed_lemmas
167,-0.12577073966704352,0.8,0.78,hdbscan_model_parahprase_min_translated_stop_word_removed_lemmas_embeddings,stop_word_removed_lemmas
168,-0.09825369772385738,0.7875,0.78,hdbscan_model_parahprase_max_translated_stop_word_removed_lemmas_embeddings,translated_nouns_adjs_verbs
169,-0.12189646708314839,0.83125,0.78,hdbscan_model_parahprase_max_translated_stop_word_removed_lemmas_embeddings,nouns_adjs_verbs
170,-0.09895574024469875,0.80625,0.78,hdbscan_model_parahprase_max_translated_stop_word_removed_lemmas_embeddings,translated_stop_word_removed_lemmas
171,-0.12484473247132036,0.80625,0.78,hdbscan_model_parahprase_max_translated_stop_word_removed_lemmas_embeddings,stop_word_removed_lemmas
172,-0.08839893267076952,0.795,0.84,hdbscan_eng_model_translated_stop_word_removed_lemmas_embeddings,translated_nouns_adjs_verbs
173,-0.09952888375302563,0.835,0.84,hdbscan_eng_model_translated_stop_word_removed_lemmas_embeddings,nouns_adjs_verbs
174,-0.08780763743753352,0.82,0.84,hdbscan_eng_model_translated_stop_word_removed_lemmas_embeddings,translated_stop_word_removed_lemmas
175,-0.09515199090690361,0.85,0.84,hdbscan_eng_model_translated_stop_word_removed_lemmas_embeddings,stop_word_removed_lemmas
176,-0.09702295289517457,0.775,0.72,hdbscan_model_labse_stop_word_removed_lemmas_embeddings,translated_nouns_adjs_verbs
177,-0.10700550936529395,0.80625,0.72,hdbscan_model_labse_stop_word_removed_lemmas_embeddings,nouns_adjs_verbs
178,-0.09574044898636863,0.8,0.72,hdbscan_model_labse_stop_word_removed_lemmas_embeddings,translated_stop_word_removed_lemmas
179,-0.10864376993609545,0.80625,0.72,hdbscan_model_labse_stop_word_removed_lemmas_embeddings,stop_word_removed_lemmas
180,-0.09749751325609583,0.775,0.74,hdbscan_model_parahprase_min_stop_word_removed_lemmas_embeddings,translated_nouns_adjs_verbs
181,-0.111617875338368,0.83125,0.74,hdbscan_model_parahprase_min_stop_word_removed_lemmas_embeddings,nouns_adjs_verbs
182,-0.0988651337770289,0.79375,0.74,hdbscan_model_parahprase_min_stop_word_removed_lemmas_embeddings,translated_stop_word_removed_lemmas
183,-0.11210488798666046,0.81875,0.74,hdbscan_model_parahprase_min_stop_word_removed_lemmas_embeddings,stop_word_removed_lemmas
184,-0.09078510424490024,0.705,0.8,hdbscan_model_parahprase_max_stop_word_removed_lemmas_embeddings,translated_nouns_adjs_verbs
185,-0.08531528580343983,0.77,0.8,hdbscan_model_parahprase_max_stop_word_removed_lemmas_embeddings,nouns_adjs_verbs
186,-0.0897879621260947,0.73,0.8,hdbscan_model_parahprase_max_stop_word_removed_lemmas_embeddings,translated_stop_word_removed_lemmas
187,-0.09001841504056904,0.755,0.8,hdbscan_model_parahprase_max_stop_word_removed_lemmas_embeddings,stop_word_removed_lemmas
188,-0.09392517927759432,0.735,0.39,hdbscan_eng_model_stop_word_removed_lemmas_embeddings,translated_nouns_adjs_verbs
189,-0.08661210451880084,0.91,0.39,hdbscan_eng_model_stop_word_removed_lemmas_embeddings,nouns_adjs_verbs
190,-0.09484000663558201,0.735,0.39,hdbscan_eng_model_stop_word_removed_lemmas_embeddings,translated_stop_word_removed_lemmas
191,-0.08477995132909077,0.905,0.39,hdbscan_eng_model_stop_word_removed_lemmas_embeddings,stop_word_removed_lemmas
192,-0.1039752475801395,0.7875,0.89,kmeans_model_labse_text_embeddings,translated_nouns_adjs_verbs
193,-0.12420433948981527,0.8125,0.89,kmeans_model_labse_text_embeddings,nouns_adjs_verbs
194,-0.1052115114905195,0.80625,0.89,kmeans_model_labse_text_embeddings,translated_stop_word_removed_lemmas
195,-0.12678909971309282,0.775,0.89,kmeans_model_labse_text_embeddings,stop_word_removed_lemmas
196,-0.10127011996279223,0.7875,0.83,kmeans_model_parahprase_min_text_embeddings,translated_nouns_adjs_verbs
197,-0.11902299657018395,0.825,0.83,kmeans_model_parahprase_min_text_embeddings,nouns_adjs_verbs
198,-0.09859642922880682,0.8125,0.83,kmeans_model_parahprase_min_text_embeddings,translated_stop_word_removed_lemmas
199,-0.11992728526743776,0.79375,0.83,kmeans_model_parahprase_min_text_embeddings,stop_word_removed_lemmas
200,-0.09971200289041453,0.8125,0.91,kmeans_model_parahprase_max_text_embeddings,translated_nouns_adjs_verbs
201,-0.11812874866740172,0.83125,0.91,kmeans_model_parahprase_max_text_embeddings,nouns_adjs_verbs
202,-0.09951451778771694,0.8375,0.91,kmeans_model_parahprase_max_text_embeddings,translated_stop_word_removed_lemmas
203,-0.11871245824364399,0.8,0.91,kmeans_model_parahprase_max_text_embeddings,stop_word_removed_lemmas
204,-0.1016122384439499,0.7,0.36,kmeans_eng_model_text_embeddings,translated_nouns_adjs_verbs
205,-0.10475481254082042,0.9625,0.36,kmeans_eng_model_text_embeddings,nouns_adjs_verbs
206,-0.10231824458151721,0.7,0.36,kmeans_eng_model_text_embeddings,translated_stop_word_removed_lemmas
207,-0.10325324751902164,0.9625,0.36,kmeans_eng_model_text_embeddings,stop_word_removed_lemmas
208,-0.10448879009265183,0.8,0.8,kmeans_model_labse_translated_embeddings,translated_nouns_adjs_verbs
209,-0.1237846431612279,0.8125,0.8,kmeans_model_labse_translated_embeddings,nouns_adjs_verbs
210,-0.10423926386651164,0.81875,0.8,kmeans_model_labse_translated_embeddings,translated_stop_word_removed_lemmas
211,-0.12273241184239497,0.80625,0.8,kmeans_model_labse_translated_embeddings,stop_word_removed_lemmas
212,-0.10178152649329425,0.79375,0.85,kmeans_model_parahprase_min_translated_embeddings,translated_nouns_adjs_verbs
213,-0.12245865668747609,0.81875,0.85,kmeans_model_parahprase_min_translated_embeddings,nouns_adjs_verbs
214,-0.10170707163303788,0.825,0.85,kmeans_model_parahprase_min_translated_embeddings,translated_stop_word_removed_lemmas
215,-0.1259242162298055,0.79375,0.85,kmeans_model_parahprase_min_translated_embeddings,stop_word_removed_lemmas
216,-0.10144107458012584,0.78125,0.9,kmeans_model_parahprase_max_translated_embeddings,translated_nouns_adjs_verbs
217,-0.1230302153636098,0.81875,0.9,kmeans_model_parahprase_max_translated_embeddings,nouns_adjs_verbs
218,-0.10112967000368231,0.81875,0.9,kmeans_model_parahprase_max_translated_embeddings,translated_stop_word_removed_lemmas
219,-0.12326671854190024,0.8,0.9,kmeans_model_parahprase_max_translated_embeddings,stop_word_removed_lemmas
220,-0.10208840286692107,0.80625,0.89,kmeans_eng_model_translated_embeddings,translated_nouns_adjs_verbs
221,-0.12113145944311267,0.85,0.89,kmeans_eng_model_translated_embeddings,nouns_adjs_verbs
222,-0.10212876281052125,0.83125,0.89,kmeans_eng_model_translated_embeddings,translated_stop_word_removed_lemmas
223,-0.1213860424905309,0.83125,0.89,kmeans_eng_model_translated_embeddings,stop_word_removed_lemmas
224,-0.10257495791754484,0.8,0.72,kmeans_model_labse_cleaned_text_translated_embeddings,translated_nouns_adjs_verbs
225,-0.11731489378539799,0.825,0.72,kmeans_model_labse_cleaned_text_translated_embeddings,nouns_adjs_verbs
226,-0.10117307351850802,0.81875,0.72,kmeans_model_labse_cleaned_text_translated_embeddings,translated_stop_word_removed_lemmas
227,-0.12050787695505775,0.80625,0.72,kmeans_model_labse_cleaned_text_translated_embeddings,stop_word_removed_lemmas
228,-0.10002610471158783,0.80625,0.87,kmeans_model_parahprase_min_cleaned_text_translated_embeddings,translated_nouns_adjs_verbs
229,-0.12016199839390657,0.84375,0.87,kmeans_model_parahprase_min_cleaned_text_translated_embeddings,nouns_adjs_verbs
230,-0.1020400617876093,0.825,0.87,kmeans_model_parahprase_min_cleaned_text_translated_embeddings,translated_stop_word_removed_lemmas
231,-0.12084712651709412,0.80625,0.87,kmeans_model_parahprase_min_cleaned_text_translated_embeddings,stop_word_removed_lemmas
232,-0.10088117820817742,0.78125,0.93,kmeans_model_parahprase_max_cleaned_text_translated_embeddings,translated_nouns_adjs_verbs
233,-0.12055961638443115,0.81875,0.93,kmeans_model_parahprase_max_cleaned_text_translated_embeddings,nouns_adjs_verbs
